time,nominal_disp,corrected_disp
50.580,249.6399,33.8532
50.585,249.6346,33.8272
50.590,249.6300,33.8018
50.595,249.6259,33.7769
50.600,249.6221,33.7523
50.605,249.6185,33.7279
50.610,249.6151,33.7037
50.615,249.6119,33.6798
50.620,249.6090,33.6561
50.625,249.6065,33.6328
50.630,249.6045,33.6100
50.635,249.6030,33.5878
50.640,249.6022,33.5662
50.645,249.6020,33.5452
50.650,249.6024,33.5249
50.655,249.6034,33.5051
50.660,249.6048,33.4857
50.665,249.6063,33.4665
50.670,249.6079,33.4474
50.675,249.6094,33.4281
50.680,249.6107,33.4087
50.685,249.6118,33.3890
50.690,249.6128,33.3692
50.695,249.6138,33.3495
50.700,249.6151,33.3301
50.705,249.6170,33.3113
50.710,249.6197,33.2933
50.715,249.6235,33.2763
50.720,249.6285,33.2606
50.725,249.6350,33.2464
50.730,249.6431,33.2338
50.735,249.6530,33.2230
50.740,249.6648,33.2140
50.745,249.6783,33.2069
50.750,249.6935,33.2013
50.755,249.7100,33.1972
50.760,249.7277,33.1942
50.765,249.7464,33.1922
50.770,249.7658,33.1909
50.775,249.7859,33.1902
50.780,249.8063,33.1900
50.785,249.8269,33.1899
50.790,249.8475,33.1898
50.795,249.8680,33.1896
50.800,249.8882,33.1892
50.805,249.9081,33.1884
50.810,249.9278,33.1875
50.815,249.9476,33.1866
50.820,249.9676,33.1859
50.825,249.9880,33.1857
50.830,250.0092,33.1862
50.835,250.0313,33.1876
50.840,250.0541,33.1897
50.845,250.0775,33.1925
50.850,250.1014,33.1958
50.855,250.1256,33.1994
50.860,250.1501,33.2032
50.865,250.1746,33.2071
50.870,250.1992,33.2110
50.875,250.2236,33.2148
50.880,250.2479,33.2185
50.885,250.2719,33.2219
50.890,250.2956,33.2249
50.895,250.3190,33.2276
50.900,250.3419,33.2300
50.905,250.3647,33.2321
50.910,250.3872,33.2340
50.915,250.4097,33.2360
50.920,250.4324,33.2380
50.925,250.4553,33.2403
50.930,250.4784,33.2428
50.935,250.5018,33.2456
50.940,250.5254,33.2486
50.945,250.5489,33.2515
50.950,250.5721,33.2541
50.955,250.5948,33.2562
50.960,250.6168,33.2577
50.965,250.6380,33.2583
50.970,250.6583,33.2580
50.975,250.6776,33.2568
50.980,250.6962,33.2547
50.985,250.7139,33.2519
50.990,250.7310,33.2484
50.995,250.7476,33.2444
51.000,250.7637,33.2400
51.005,250.7795,33.2352
51.010,250.7949,33.2300
51.015,250.8099,33.2245
51.020,250.8246,33.2186
51.025,250.8387,33.2122
51.030,250.8521,33.2051
51.035,250.8648,33.1973
51.040,250.8768,33.1886
51.045,250.8880,33.1793
51.050,250.8986,33.1694
51.055,250.9088,33.1591
51.060,250.9189,33.1487
51.065,250.9291,33.1383
51.070,250.9394,33.1281
51.075,250.9500,33.1181
51.080,250.9608,33.1085
51.085,250.9719,33.0990
51.090,250.9830,33.0896
51.095,250.9940,33.0801
51.100,251.0046,33.0702
51.105,251.0146,33.0597
51.110,251.0236,33.0482
51.115,251.0314,33.0355
51.120,251.0377,33.0213
51.125,251.0424,33.0055
51.130,251.0456,32.9882
51.135,251.0473,32.9695
51.140,251.0478,32.9495
51.145,251.0473,32.9285
51.150,251.0460,32.9067
51.155,251.0440,32.8842
51.160,251.0415,32.8612
51.165,251.0385,32.8378
51.170,251.0351,32.8139
51.175,251.0313,32.7897
51.180,251.0270,32.7649
51.185,251.0221,32.7395
51.190,251.0164,32.7134
51.195,251.0099,32.6864
51.200,251.0024,32.6585
51.205,250.9938,32.6295
51.210,250.9842,32.5994
51.215,250.9736,32.5683
51.220,250.9619,32.5362
51.225,250.9493,32.5032
51.230,250.9360,32.4694
51.235,250.9220,32.4350
51.240,250.9075,32.4001
51.245,250.8925,32.3647
51.250,250.8771,32.3289
51.255,250.8612,32.2925
51.260,250.8446,32.2556
51.265,250.8274,32.2179
51.270,250.8093,32.1794
51.275,250.7903,32.1400
51.280,250.7703,32.0996
51.285,250.7493,32.0582
51.290,250.7273,32.0158
51.295,250.7044,31.9725
51.300,250.6806,31.9283
51.305,250.6561,31.8834
51.310,250.6310,31.8379
51.315,250.6056,31.7921
51.320,250.5798,31.7460
51.325,250.5539,31.6997
51.330,250.5277,31.6531
51.335,250.5013,31.6063
51.340,250.4745,31.5592
51.345,250.4472,31.5115
51.350,250.4191,31.4631
51.355,250.3902,31.4138
51.360,250.3602,31.3634
51.365,250.3289,31.3118
51.370,250.2961,31.2586
51.375,250.2616,31.2038
51.380,250.2256,31.1474
51.385,250.1879,31.0894
51.390,250.1488,31.0299
51.395,250.1084,30.9692
51.400,250.0668,30.9073
51.405,250.0242,30.8443
51.410,249.9806,30.7804
51.415,249.9360,30.7155
51.420,249.8904,30.6496
51.425,249.8439,30.5828
51.430,249.7966,30.5151
51.435,249.7484,30.4466
51.440,249.6995,30.3774
51.445,249.6499,30.3075
51.450,249.5999,30.2371
51.455,249.5494,30.1663
51.460,249.4986,30.0952
51.465,249.4476,30.0239
51.470,249.3965,29.9525
51.475,249.3453,29.8811
51.480,249.2942,29.8097
51.485,249.2432,29.7384
51.490,249.1921,29.6671
51.495,249.1411,29.5957
51.500,249.0899,29.5243
51.505,249.0385,29.4526
51.510,248.9869,29.3807
51.515,248.9348,29.3084
51.520,248.8823,29.2356
51.525,248.8294,29.1624
51.530,248.7759,29.0887
51.535,248.7220,29.0145
51.540,248.6678,28.9401
51.545,248.6134,28.8654
51.550,248.5589,28.7906
51.555,248.5042,28.7157
51.560,248.4495,28.6408
51.565,248.3947,28.5657
51.570,248.3399,28.4906
51.575,248.2848,28.4154
51.580,248.2296,28.3399
51.585,248.1741,28.2642
51.590,248.1183,28.1882
51.595,248.0621,28.1118
51.600,248.0056,28.0350
51.605,247.9486,27.9578
51.610,247.8912,27.8801
51.615,247.8333,27.8021
51.620,247.7750,27.7236
51.625,247.7163,27.6447
51.630,247.6573,27.5654
51.635,247.5980,27.4859
51.640,247.5384,27.4061
51.645,247.4785,27.3261
51.650,247.4185,27.2459
51.655,247.3583,27.1654
51.660,247.2977,27.0847
51.665,247.2369,27.0037
51.670,247.1756,26.9223
51.675,247.1141,26.8405
51.680,247.0521,26.7584
51.685,246.9898,26.6759
51.690,246.9272,26.5931
51.695,246.8643,26.5101
51.700,246.8014,26.4270
51.705,246.7385,26.3439
51.710,246.6758,26.2611
51.715,246.6135,26.1786
51.720,246.5517,26.0967
51.725,246.4906,26.0154
51.730,246.4302,25.9349
51.735,246.3707,25.8552
51.740,246.3119,25.7763
51.745,246.2540,25.6982
51.750,246.1967,25.6208
51.755,246.1399,25.5439
51.760,246.0836,25.4674
51.765,246.0275,25.3913
51.770,245.9716,25.3152
51.775,245.9158,25.2393
51.780,245.8600,25.1633
51.785,245.8040,25.0873
51.790,245.7481,25.0112
51.795,245.6920,24.9350
51.800,245.6358,24.8588
51.805,245.5797,24.7826
51.810,245.5237,24.7065
51.815,245.4680,24.6306
51.820,245.4125,24.5550
51.825,245.3573,24.4798
51.830,245.3027,24.4050
51.835,245.2486,24.3308
51.840,245.1951,24.2573
51.845,245.1425,24.1846
51.850,245.0909,24.1129
51.855,245.0405,24.0424
51.860,244.9913,23.9732
51.865,244.9434,23.9052
51.870,244.8967,23.8384
51.875,244.8511,23.7728
51.880,244.8064,23.7081
51.885,244.7627,23.6443
51.890,244.7199,23.5815
51.895,244.6781,23.5195
51.900,244.6371,23.4586
51.905,244.5970,23.3984
51.910,244.5578,23.3391
51.915,244.5193,23.2806
51.920,244.4816,23.2229
51.925,244.4447,23.1660
51.930,244.4087,23.1099
51.935,244.3736,23.0548
51.940,244.3395,23.0006
51.945,244.3063,22.9474
51.950,244.2739,22.8950
51.955,244.2422,22.8433
51.960,244.2110,22.7920
51.965,244.1798,22.7409
51.970,244.1485,22.6895
51.975,244.1168,22.6378
51.980,244.0848,22.5859
51.985,244.0526,22.5337
51.990,244.0204,22.4815
51.995,243.9884,22.4294
52.000,243.9566,22.3777
52.005,243.9253,22.3264
52.010,243.8945,22.2756
52.015,243.8643,22.2254
52.020,243.8349,22.1760
52.025,243.8065,22.1277
52.030,243.7793,22.0805
52.035,243.7534,22.0347
52.040,243.7290,21.9903
52.045,243.7061,21.9474
52.050,243.6846,21.9059
52.055,243.6644,21.8657
52.060,243.6451,21.8266
52.065,243.6267,21.7882
52.070,243.6089,21.7504
52.075,243.5914,21.7130
52.080,243.5741,21.6757
52.085,243.5571,21.6388
52.090,243.5403,21.6021
52.095,243.5239,21.5657
52.100,243.5079,21.5298
52.105,243.4923,21.4942
52.110,243.4771,21.4591
52.115,243.4623,21.4244
52.120,243.4478,21.3900
52.125,243.4335,21.3558
52.130,243.4192,21.3216
52.135,243.4050,21.2875
52.140,243.3908,21.2533
52.145,243.3766,21.2192
52.150,243.3625,21.1852
52.155,243.3489,21.1517
52.160,243.3358,21.1188
52.165,243.3237,21.0867
52.170,243.3127,21.0559
52.175,243.3030,21.0262
52.180,243.2945,20.9978
52.185,243.2872,20.9707
52.190,243.2810,20.9446
52.195,243.2757,20.9195
52.200,243.2714,20.8952
52.205,243.2678,20.8718
52.210,243.2649,20.8490
52.215,243.2627,20.8270
52.220,243.2614,20.8057
52.225,243.2608,20.7853
52.230,243.2612,20.7659
52.235,243.2626,20.7474
52.240,243.2650,20.7300
52.245,243.2684,20.7135
52.250,243.2726,20.6978
52.255,243.2775,20.6829
52.260,243.2829,20.6685
52.265,243.2888,20.6545
52.270,243.2948,20.6407
52.275,243.3007,20.6268
52.280,243.3066,20.6128
52.285,243.3121,20.5985
52.290,243.3172,20.5838
52.295,243.3219,20.5687
52.300,243.3262,20.5532
52.305,243.3301,20.5373
52.310,243.3335,20.5209
52.315,243.3365,20.5041
52.320,243.3390,20.4868
52.325,243.3410,20.4689
52.330,243.3424,20.4505
52.335,243.3432,20.4316
52.340,243.3434,20.4120
52.345,243.3430,20.3918
52.350,243.3420,20.3709
52.355,243.3403,20.3496
52.360,243.3382,20.3277
52.365,243.3358,20.3054
52.370,243.3331,20.2830
52.375,243.3304,20.2605
52.380,243.3279,20.2382
52.385,243.3258,20.2164
52.390,243.3244,20.1952
52.395,243.3239,20.1749
52.400,243.3246,20.1559
52.405,243.3267,20.1382
52.410,243.3303,20.1221
52.415,243.3357,20.1078
52.420,243.3429,20.0952
52.425,243.3517,20.0843
52.430,243.3623,20.0751
52.435,243.3744,20.0675
52.440,243.3880,20.0613
52.445,243.4028,20.0564
52.450,243.4188,20.0527
52.455,243.4357,20.0499
52.460,243.4534,20.0478
52.465,243.4717,20.0464
52.470,243.4903,20.0453
52.475,243.5092,20.0445
52.480,243.5283,20.0439
52.485,243.5475,20.0434
52.490,243.5670,20.0431
52.495,243.5866,20.0431
52.500,243.6066,20.0434
52.505,243.6270,20.0441
52.510,243.6480,20.0454
52.515,243.6698,20.0475
52.520,243.6924,20.0504
52.525,243.7161,20.0544
52.530,243.7408,20.0594
52.535,243.7666,20.0655
52.540,243.7934,20.0727
52.545,243.8212,20.0808
52.550,243.8499,20.0898
52.555,243.8794,20.0997
52.560,243.9097,20.1103
52.565,243.9406,20.1215
52.570,243.9721,20.1334
52.575,244.0041,20.1457
52.580,244.0366,20.1586
52.585,244.0694,20.1718
52.590,244.1025,20.1852
52.595,244.1358,20.1989
52.600,244.1693,20.2127
52.605,244.2029,20.2266
52.610,244.2365,20.2407
52.615,244.2703,20.2548
52.620,244.3043,20.2692
52.625,244.3384,20.2837
52.630,244.3727,20.2984
52.635,244.4073,20.3133
52.640,244.4420,20.3284
52.645,244.4769,20.3437
52.650,244.5120,20.3592
52.655,244.5474,20.3749
52.660,244.5828,20.3908
52.665,244.6183,20.4066
52.670,244.6536,20.4223
52.675,244.6885,20.4377
52.680,244.7229,20.4525
52.685,244.7568,20.4667
52.690,244.7901,20.4805
52.695,244.8230,20.4938
52.700,244.8556,20.5068
52.705,244.8879,20.5196
52.710,244.9202,20.5323
52.715,244.9523,20.5449
52.720,244.9845,20.5574
52.725,245.0165,20.5699
52.730,245.0485,20.5823
52.735,245.0802,20.5945
52.740,245.1118,20.6065
52.745,245.1431,20.6182
52.750,245.1740,20.6296
52.755,245.2046,20.6406
52.760,245.2347,20.6512
52.765,245.2645,20.6615
52.770,245.2940,20.6714
52.775,245.3232,20.6811
52.780,245.3522,20.6905
52.785,245.3809,20.6997
52.790,245.4093,20.7086
52.795,245.4376,20.7174
52.800,245.4656,20.7259
52.805,245.4936,20.7343
52.810,245.5217,20.7428
52.815,245.5500,20.7517
52.820,245.5789,20.7611
52.825,245.6085,20.7712
52.830,245.6391,20.7823
52.835,245.6708,20.7945
52.840,245.7037,20.8079
52.845,245.7380,20.8227
52.850,245.7735,20.8387
52.855,245.8103,20.8560
52.860,245.8482,20.8744
52.865,245.8870,20.8938
52.870,245.9267,20.9140
52.875,245.9672,20.9349
52.880,246.0082,20.9565
52.885,246.0497,20.9786
52.890,246.0918,21.0011
52.895,246.1342,21.0240
52.900,246.1769,21.0474
52.905,246.2201,21.0710
52.910,246.2636,21.0951
52.915,246.3075,21.1196
52.920,246.3518,21.1444
52.925,246.3967,21.1698
52.930,246.4420,21.1957
52.935,246.4879,21.2222
52.940,246.5345,21.2493
52.945,246.5816,21.2769
52.950,246.6291,21.3051
52.955,246.6772,21.3337
52.960,246.7257,21.3627
52.965,246.7745,21.3921
52.970,246.8235,21.4217
52.975,246.8727,21.4515
52.980,246.9220,21.4814
52.985,246.9713,21.5113
52.990,247.0204,21.5410
52.995,247.0694,21.5706
53.000,247.1182,21.5999
53.005,247.1666,21.6290
53.010,247.2148,21.6578
53.015,247.2626,21.6862
53.020,247.3101,21.7143
53.025,247.3573,21.7421
53.030,247.4040,21.7694
53.035,247.4504,21.7965
53.040,247.4965,21.8232
53.045,247.5424,21.8496
53.050,247.5878,21.8757
53.055,247.6329,21.9015
53.060,247.6776,21.9268
53.065,247.7218,21.9516
53.070,247.7654,21.9759
53.075,247.8086,21.9997
53.080,247.8514,22.0231
53.085,247.8938,22.0462
53.090,247.9359,22.0689
53.095,247.9778,22.0915
53.100,248.0196,22.1139
53.105,248.0612,22.1362
53.110,248.1028,22.1584
53.115,248.1442,22.1805
53.120,248.1856,22.2026
53.125,248.2269,22.2245
53.130,248.2681,22.2464
53.135,248.3092,22.2682
53.140,248.3504,22.2901
53.145,248.3916,22.3119
53.150,248.4329,22.3339
53.155,248.4744,22.3562
53.160,248.5163,22.3788
53.165,248.5587,22.4019
53.170,248.6019,22.4257
53.175,248.6459,22.4504
53.180,248.6909,22.4762
53.185,248.7371,22.5030
53.190,248.7844,22.5311
53.195,248.8329,22.5602
53.200,248.8824,22.5904
53.205,248.9328,22.6216
53.210,248.9841,22.6536
53.215,249.0361,22.6864
53.220,249.0888,22.7198
53.225,249.1422,22.7538
53.230,249.1961,22.7885
53.235,249.2505,22.8237
53.240,249.3056,22.8595
53.245,249.3613,22.8960
53.250,249.4177,22.9331
53.255,249.4747,22.9709
53.260,249.5324,23.0093
53.265,249.5908,23.0484
53.270,249.6497,23.0881
53.275,249.7092,23.1284
53.280,249.7692,23.1691
53.285,249.8295,23.2102
53.290,249.8901,23.2516
53.295,249.9510,23.2932
53.300,250.0119,23.3349
53.305,250.0730,23.3768
53.310,250.1342,23.4187
53.315,250.1955,23.4608
53.320,250.2569,23.5030
53.325,250.3184,23.5453
53.330,250.3801,23.5878
53.335,250.4420,23.6305
53.340,250.5039,23.6732
53.345,250.5660,23.7161
53.350,250.6282,23.7591
53.355,250.6905,23.8022
53.360,250.7529,23.8454
53.365,250.8153,23.8887
53.370,250.8779,23.9320
53.375,250.9404,23.9754
53.380,251.0030,24.0188
53.385,251.0657,24.0623
53.390,251.1286,24.1060
53.395,251.1918,24.1501
53.400,251.2554,24.1945
53.405,251.3194,24.2394
53.410,251.3840,24.2848
53.415,251.4491,24.3307
53.420,251.5147,24.3772
53.425,251.5807,24.4240
53.430,251.6469,24.4711
53.435,251.7131,24.5181
53.440,251.7790,24.5649
53.445,251.8446,24.6114
53.450,251.9098,24.6574
53.455,251.9744,24.7029
53.460,252.0387,24.7480
53.465,252.1026,24.7929
53.470,252.1666,24.8377
53.475,252.2308,24.8828
53.480,252.2956,24.9285
53.485,252.3611,24.9749
53.490,252.4275,25.0221
53.495,252.4946,25.0702
53.500,252.5625,25.1190
53.505,252.6310,25.1683
53.510,252.6999,25.2181
53.515,252.7690,25.2681
53.520,252.8383,25.3183
53.525,252.9075,25.3685
53.530,252.9767,25.4186
53.535,253.0458,25.4686
53.540,253.1148,25.5184
53.545,253.1835,25.5681
53.550,253.2521,25.6176
53.555,253.3204,25.6669
53.560,253.3885,25.7159
53.565,253.4563,25.7646
53.570,253.5238,25.8131
53.575,253.5911,25.8613
53.580,253.6582,25.9094
53.585,253.7252,25.9573
53.590,253.7921,26.0052
53.595,253.8591,26.0531
53.600,253.9261,26.1010
53.605,253.9931,26.1490
53.610,254.0601,26.1970
53.615,254.1270,26.2448
53.620,254.1937,26.2925
53.625,254.2600,26.3397
53.630,254.3257,26.3864
53.635,254.3908,26.4325
53.640,254.4552,26.4779
53.645,254.5189,26.5225
53.650,254.5817,26.5664
53.655,254.6439,26.6095
53.660,254.7055,26.6521
53.665,254.7666,26.6942
53.670,254.8273,26.7359
53.675,254.8877,26.7774
53.680,254.9480,26.8186
53.685,255.0080,26.8596
53.690,255.0678,26.9004
53.695,255.1274,26.9411
53.700,255.1869,26.9816
53.705,255.2463,27.0219
53.710,255.3055,27.0622
53.715,255.3647,27.1024
53.720,255.4239,27.1427
53.725,255.4831,27.1829
53.730,255.5423,27.2231
53.735,255.6016,27.2634
53.740,255.6609,27.3038
53.745,255.7203,27.3443
53.750,255.7799,27.3849
53.755,255.8396,27.4257
53.760,255.8995,27.4666
53.765,255.9596,27.5077
53.770,256.0198,27.5490
53.775,256.0801,27.5904
53.780,256.1406,27.6319
53.785,256.2012,27.6736
53.790,256.2619,27.7153
53.795,256.3226,27.7571
53.800,256.3833,27.7989
53.805,256.4439,27.8406
53.810,256.5043,27.8820
53.815,256.5644,27.9232
53.820,256.6241,27.9640
53.825,256.6834,28.0044
53.830,256.7421,28.0442
53.835,256.8003,28.0834
53.840,256.8577,28.1220
53.845,256.9143,28.1597
53.850,256.9702,28.1967
53.855,257.0254,28.2330
53.860,257.0800,28.2687
53.865,257.1341,28.3039
53.870,257.1880,28.3389
53.875,257.2416,28.3737
53.880,257.2952,28.4083
53.885,257.3487,28.4430
53.890,257.4021,28.4775
53.895,257.4556,28.5121
53.900,257.5090,28.5467
53.905,257.5625,28.5814
53.910,257.6161,28.6161
53.915,257.6698,28.6509
53.920,257.7235,28.6858
53.925,257.7774,28.7208
53.930,257.8313,28.7559
53.935,257.8854,28.7911
53.940,257.9395,28.8264
53.945,257.9936,28.8617
53.950,258.0478,28.8970
53.955,258.1020,28.9324
53.960,258.1561,28.9676
53.965,258.2100,29.0027
53.970,258.2637,29.0376
53.975,258.3171,29.0722
53.980,258.3703,29.1065
53.985,258.4231,29.1405
53.990,258.4756,29.1742
53.995,258.5278,29.2076
54.000,258.5795,29.2405
54.005,258.6309,29.2731
54.010,258.6818,29.3052
54.015,258.7322,29.3369
54.020,258.7823,29.3681
54.025,258.8320,29.3990
54.030,258.8812,29.4295
54.035,258.9301,29.4595
54.040,258.9784,29.4891
54.045,259.0263,29.5182
54.050,259.0735,29.5466
54.055,259.1201,29.5745
54.060,259.1661,29.6017
54.065,259.2116,29.6284
54.070,259.2565,29.6546
54.075,259.3011,29.6804
54.080,259.3456,29.7061
54.085,259.3900,29.7318
54.090,259.4345,29.7575
54.095,259.4791,29.7834
54.100,259.5239,29.8094
54.105,259.5688,29.8356
54.110,259.6138,29.8619
54.115,259.6589,29.8883
54.120,259.7042,29.9148
54.125,259.7494,29.9413
54.130,259.7948,29.9679
54.135,259.8401,29.9945
54.140,259.8853,30.0210
54.145,259.9305,30.0475
54.150,259.9755,30.0738
54.155,260.0204,30.0999
54.160,260.0649,30.1258
54.165,260.1091,30.1513
54.170,260.1530,30.1764
54.175,260.1963,30.2011
54.180,260.2392,30.2253
54.185,260.2816,30.2489
54.190,260.3234,30.2720
54.195,260.3646,30.2946
54.200,260.4053,30.3166
54.205,260.4454,30.3381
54.210,260.4850,30.3590
54.215,260.5242,30.3795
54.220,260.5629,30.3995
54.225,260.6011,30.4191
54.230,260.6389,30.4382
54.235,260.6763,30.4569
54.240,260.7131,30.4751
54.245,260.7493,30.4926
54.250,260.7848,30.5094
54.255,260.8195,30.5255
54.260,260.8535,30.5408
54.265,260.8867,30.5554
54.270,260.9191,30.5692
54.275,260.9509,30.5823
54.280,260.9820,30.5948
54.285,261.0127,30.6069
54.290,261.0431,30.6186
54.295,261.0734,30.6303
54.300,261.1037,30.6420
54.305,261.1342,30.6539
54.310,261.1649,30.6660
54.315,261.1959,30.6783
54.320,261.2271,30.6909
54.325,261.2585,30.7037
54.330,261.2899,30.7165
54.335,261.3214,30.7294
54.340,261.3527,30.7421
54.345,261.3840,30.7548
54.350,261.4151,30.7673
54.355,261.4460,30.7796
54.360,261.4768,30.7919
54.365,261.5076,30.8040
54.370,261.5383,30.8162
54.375,261.5690,30.8283
54.380,261.5997,30.8404
54.385,261.6304,30.8525
54.390,261.6609,30.8645
54.395,261.6913,30.8764
54.400,261.7213,30.8878
54.405,261.7508,30.8987
54.410,261.7796,30.9090
54.415,261.8076,30.9184
54.420,261.8346,30.9269
54.425,261.8608,30.9345
54.430,261.8861,30.9412
54.435,261.9106,30.9472
54.440,261.9345,30.9525
54.445,261.9578,30.9573
54.450,261.9807,30.9617
54.455,262.0032,30.9657
54.460,262.0253,30.9693
54.465,262.0471,30.9725
54.470,262.0684,30.9753
54.475,262.0892,30.9776
54.480,262.1097,30.9795
54.485,262.1297,30.9810
54.490,262.1493,30.9822
54.495,262.1686,30.9830
54.500,262.1877,30.9836
54.505,262.2067,30.9841
54.510,262.2256,30.9845
54.515,262.2445,30.9848
54.520,262.2633,30.9852
54.525,262.2822,30.9856
54.530,262.3011,30.9860
54.535,262.3200,30.9865
54.540,262.3389,30.9869
54.545,262.3578,30.9873
54.550,262.3767,30.9877
54.555,262.3956,30.9881
54.560,262.4144,30.9885
54.565,262.4332,30.9888
54.570,262.4518,30.9890
54.575,262.4704,30.9891
54.580,262.4887,30.9889
54.585,262.5068,30.9886
54.590,262.5246,30.9880
54.595,262.5423,30.9872
54.600,262.5596,30.9861
54.605,262.5767,30.9848
54.610,262.5936,30.9832
54.615,262.6102,30.9814
54.620,262.6265,30.9792
54.625,262.6424,30.9768
54.630,262.6580,30.9739
54.635,262.6731,30.9706
54.640,262.6877,30.9668
54.645,262.7018,30.9625
54.650,262.7153,30.9575
54.655,262.7282,30.9520
54.660,262.7405,30.9460
54.665,262.7524,30.9395
54.670,262.7639,30.9326
54.675,262.7751,30.9254
54.680,262.7861,30.9179
54.685,262.7968,30.9103
54.690,262.8074,30.9024
54.695,262.8178,30.8945
54.700,262.8280,30.8863
54.705,262.8380,30.8779
54.710,262.8477,30.8693
54.715,262.8572,30.8604
54.720,262.8664,30.8512
54.725,262.8753,30.8418
54.730,262.8841,30.8322
54.735,262.8926,30.8224
54.740,262.9011,30.8125
54.745,262.9095,30.8025
54.750,262.9179,30.7926
54.755,262.9263,30.7827
54.760,262.9348,30.7728
54.765,262.9433,30.7630
54.770,262.9518,30.7532
54.775,262.9603,30.7433
54.780,262.9685,30.7332
54.785,262.9764,30.7228
54.790,262.9840,30.7120
54.795,262.9910,30.7008
54.800,262.9977,30.6891
54.805,263.0038,30.6769
54.810,263.0096,30.6643
54.815,263.0150,30.6514
54.820,263.0200,30.6382
54.825,263.0248,30.6247
54.830,263.0295,30.6110
54.835,263.0340,30.5973
54.840,263.0384,30.5834
54.845,263.0428,30.5695
54.850,263.0471,30.5555
54.855,263.0512,30.5413
54.860,263.0551,30.5269
54.865,263.0586,30.5122
54.870,263.0617,30.4970
54.875,263.0645,30.4815
54.880,263.0667,30.4655
54.885,263.0687,30.4491
54.890,263.0703,30.4325
54.895,263.0717,30.4157
54.900,263.0731,30.3988
54.905,263.0744,30.3819
54.910,263.0758,30.3650
54.915,263.0773,30.3482
54.920,263.0787,30.3315
54.925,263.0803,30.3147
54.930,263.0818,30.2981
54.935,263.0834,30.2814
54.940,263.0851,30.2648
54.945,263.0868,30.2483
54.950,263.0885,30.2318
54.955,263.0903,30.2154
54.960,263.0922,30.1991
54.965,263.0942,30.1828
54.970,263.0962,30.1667
54.975,263.0984,30.1507
54.980,263.1009,30.1349
54.985,263.1035,30.1193
54.990,263.1062,30.1038
54.995,263.1090,30.0884
55.000,263.1117,30.0729
55.005,263.1144,30.0574
55.010,263.1169,30.0417
55.015,263.1193,30.0260
55.020,263.1216,30.0101
55.025,263.1240,29.9943
55.030,263.1263,29.9784
55.035,263.1286,29.9625
55.040,263.1308,29.9466
55.045,263.1331,29.9307
55.050,263.1353,29.9148
55.055,263.1375,29.8988
55.060,263.1398,29.8829
55.065,263.1421,29.8671
55.070,263.1443,29.8512
55.075,263.1466,29.8353
55.080,263.1488,29.8193
55.085,263.1508,29.8032
55.090,263.1527,29.7870
55.095,263.1545,29.7706
55.100,263.1561,29.7541
55.105,263.1576,29.7375
55.110,263.1591,29.7209
55.115,263.1606,29.7042
55.120,263.1620,29.6875
55.125,263.1636,29.6710
55.130,263.1653,29.6546
55.135,263.1672,29.6384
55.140,263.1695,29.6226
55.145,263.1721,29.6071
55.150,263.1752,29.5921
55.155,263.1787,29.5775
55.160,263.1827,29.5633
55.165,263.1871,29.5496
55.170,263.1918,29.5363
55.175,263.1969,29.5232
55.180,263.2021,29.5104
55.185,263.2075,29.4977
55.190,263.2129,29.4850
55.195,263.2182,29.4722
55.200,263.2233,29.4593
55.205,263.2283,29.4462
55.210,263.2331,29.4330
55.215,263.2376,29.4194
55.220,263.2420,29.4057
55.225,263.2460,29.3917
55.230,263.2499,29.3776
55.235,263.2536,29.3632
55.240,263.2571,29.3486
55.245,263.2604,29.3339
55.250,263.2636,29.3190
55.255,263.2666,29.3040
55.260,263.2694,29.2888
55.265,263.2720,29.2734
55.270,263.2746,29.2579
55.275,263.2770,29.2423
55.280,263.2793,29.2266
55.285,263.2816,29.2109
55.290,263.2838,29.1951
55.295,263.2859,29.1792
55.300,263.2879,29.1631
55.305,263.2897,29.1469
55.310,263.2912,29.1304
55.315,263.2922,29.1134
55.320,263.2927,29.0959
55.325,263.2926,29.0778
55.330,263.2918,29.0590
55.335,263.2903,29.0395
55.340,263.2880,29.0193
55.345,263.2851,28.9984
55.350,263.2816,28.9769
55.355,263.2777,28.9550
55.360,263.2735,28.9329
55.365,263.2692,28.9106
55.370,263.2649,28.8883
55.375,263.2605,28.8660
55.380,263.2563,28.8438
55.385,263.2520,28.8216
55.390,263.2478,28.7994
55.395,263.2435,28.7772
55.400,263.2392,28.7549
55.405,263.2347,28.7325
55.410,263.2302,28.7100
55.415,263.2256,28.6875
55.420,263.2210,28.6649
55.425,263.2163,28.6424
55.430,263.2117,28.6198
55.435,263.2071,28.5973
55.440,263.2026,28.5748
55.445,263.1981,28.5524
55.450,263.1937,28.5301
55.455,263.1893,28.5078
55.460,263.1849,28.4854
55.465,263.1803,28.4630
55.470,263.1757,28.4405
55.475,263.1710,28.4178
55.480,263.1661,28.3951
55.485,263.1611,28.3722
55.490,263.1561,28.3493
55.495,263.1510,28.3263
55.500,263.1459,28.3033
55.505,263.1408,28.2804
55.510,263.1359,28.2576
55.515,263.1311,28.2349
55.520,263.1265,28.2124
55.525,263.1220,28.1901
55.530,263.1177,28.1678
55.535,263.1134,28.1457
55.540,263.1092,28.1237
55.545,263.1051,28.1017
55.550,263.1011,28.0798
55.555,263.0971,28.0580
55.560,263.0934,28.0364
55.565,263.0898,28.0150
