frequency(Hz),accel_x_0,accel_x_11,accel_x_14,accel_x_17,accel_x_18,accel_y_0,accel_y_11,accel_y_14,accel_y_17,accel_y_18,accel_z_0,accel_z_11,accel_z_14,accel_z_17,accel_z_18
2.709961E+01,1.370432E+01,0.000000E+00,1.792019E+01,3.008046E+01,7.848494E+01,1.558513E+01,0.000000E+00,1.778855E+01,2.622433E+01,6.722758E+01,2.044996E+01,0.000000E+00,3.041501E+01,5.251849E+01,7.771762E+01
2.714844E+01,1.369639E+01,0.000000E+00,1.791784E+01,3.007592E+01,7.844532E+01,1.555813E+01,0.000000E+00,1.777819E+01,2.621608E+01,6.719384E+01,2.040415E+01,0.000000E+00,3.047193E+01,5.276552E+01,7.779674E+01
2.719727E+01,1.368842E+01,0.000000E+00,1.791562E+01,3.007132E+01,7.840592E+01,1.553026E+01,0.000000E+00,1.776991E+01,2.620593E+01,6.716066E+01,2.036144E+01,0.000000E+00,3.052391E+01,5.300491E+01,7.789226E+01
2.724609E+01,1.368039E+01,0.000000E+00,1.791353E+01,3.006667E+01,7.836671E+01,1.550160E+01,0.000000E+00,1.776374E+01,2.619389E+01,6.712803E+01,2.032184E+01,0.000000E+00,3.057105E+01,5.323682E+01,7.800314E+01
2.729492E+01,1.367232E+01,0.000000E+00,1.791154E+01,3.006196E+01,7.832771E+01,1.547226E+01,0.000000E+00,1.775967E+01,2.617997E+01,6.709592E+01,2.028535E+01,0.000000E+00,3.061334E+01,5.346115E+01,7.812807E+01
2.734375E+01,1.366420E+01,0.000000E+00,1.790965E+01,3.005720E+01,7.828891E+01,1.544233E+01,0.000000E+00,1.775769E+01,2.616419E+01,6.706432E+01,2.025189E+01,0.000000E+00,3.065065E+01,5.367759E+01,7.826545E+01
2.739258E+01,1.365601E+01,0.000000E+00,1.790783E+01,3.005237E+01,7.825031E+01,1.541193E+01,0.000000E+00,1.775778E+01,2.614658E+01,6.703320E+01,2.022141E+01,0.000000E+00,3.068271E+01,5.388561E+01,7.841344E+01
2.744141E+01,1.364775E+01,0.000000E+00,1.790607E+01,3.004745E+01,7.821189E+01,1.538116E+01,0.000000E+00,1.775992E+01,2.612720E+01,6.700254E+01,2.019381E+01,0.000000E+00,3.070919E+01,5.408447E+01,7.856999E+01
2.749023E+01,1.363941E+01,0.000000E+00,1.790436E+01,3.004245E+01,7.817367E+01,1.535011E+01,0.000000E+00,1.776405E+01,2.610608E+01,6.697232E+01,2.016894E+01,0.000000E+00,3.072966E+01,5.427326E+01,7.879383E+01
2.753906E+01,1.363098E+01,0.000000E+00,1.790270E+01,3.003734E+01,7.813565E+01,1.531890E+01,0.000000E+00,1.777014E+01,2.608330E+01,6.694250E+01,2.014668E+01,0.000000E+00,3.074358E+01,5.445089E+01,7.918039E+01
2.758789E+01,1.362245E+01,0.000000E+00,1.790109E+01,3.003212E+01,7.809781E+01,1.528761E+01,0.000000E+00,1.777811E+01,2.605891E+01,6.691307E+01,2.012687E+01,0.000000E+00,3.075037E+01,5.461612E+01,7.954994E+01
2.763672E+01,1.361382E+01,0.000000E+00,1.789955E+01,3.002680E+01,7.806017E+01,1.525635E+01,0.000000E+00,1.778789E+01,2.603301E+01,6.688400E+01,2.010932E+01,0.000000E+00,3.074939E+01,5.476759E+01,7.990039E+01
2.768555E+01,1.360508E+01,0.000000E+00,1.789809E+01,3.002136E+01,7.802272E+01,1.522522E+01,0.000000E+00,1.779940E+01,2.600569E+01,6.685527E+01,2.009385E+01,0.000000E+00,3.073995E+01,5.490383E+01,8.022945E+01
2.773438E+01,1.359625E+01,0.000000E+00,1.789676E+01,3.001584E+01,7.798548E+01,1.519431E+01,0.000000E+00,1.781253E+01,2.597703E+01,6.682684E+01,2.008027E+01,0.000000E+00,3.072132E+01,5.502330E+01,8.053472E+01
2.778320E+01,1.358733E+01,0.000000E+00,1.789557E+01,3.001025E+01,7.794844E+01,1.517680E+01,0.000000E+00,1.782719E+01,2.594716E+01,6.679869E+01,2.006839E+01,0.000000E+00,3.069277E+01,5.512436E+01,8.081364E+01
2.783203E+01,1.357835E+01,0.000000E+00,1.789458E+01,3.000461E+01,7.791162E+01,1.517210E+01,0.000000E+00,1.784325E+01,2.591617E+01,6.677080E+01,2.005798E+01,0.000000E+00,3.065352E+01,5.520536E+01,8.106359E+01
2.788086E+01,1.356931E+01,0.000000E+00,1.789381E+01,2.999895E+01,7.787500E+01,1.516676E+01,0.000000E+00,1.786061E+01,2.588420E+01,6.674314E+01,2.004886E+01,0.000000E+00,3.060281E+01,5.526457E+01,8.128186E+01
2.792969E+01,1.356024E+01,0.000000E+00,1.789331E+01,2.999331E+01,7.783861E+01,1.516078E+01,0.000000E+00,1.787911E+01,2.585137E+01,6.671568E+01,2.004080E+01,0.000000E+00,3.053987E+01,5.530027E+01,8.146569E+01
2.797852E+01,1.355117E+01,0.000000E+00,1.789313E+01,2.998773E+01,7.780244E+01,1.515421E+01,0.000000E+00,1.789864E+01,2.581781E+01,6.668841E+01,2.003361E+01,0.000000E+00,3.074717E+01,5.531070E+01,8.161226E+01
2.802734E+01,1.354213E+01,0.000000E+00,1.789329E+01,2.998224E+01,7.776649E+01,1.514705E+01,0.000000E+00,1.791904E+01,2.578365E+01,6.666129E+01,2.002706E+01,0.000000E+00,3.106182E+01,5.529412E+01,8.230082E+01
2.807617E+01,1.353313E+01,0.000000E+00,1.789383E+01,2.997689E+01,7.773076E+01,1.513935E+01,0.000000E+00,1.794018E+01,2.574902E+01,6.663431E+01,2.002096E+01,0.000000E+00,3.137010E+01,5.524879E+01,8.303665E+01
2.812500E+01,1.352420E+01,0.000000E+00,1.789478E+01,2.997172E+01,7.769527E+01,1.513112E+01,0.000000E+00,1.796190E+01,2.571406E+01,6.660744E+01,2.001509E+01,0.000000E+00,3.167113E+01,5.532240E+01,8.375971E+01
2.817383E+01,1.351537E+01,0.000000E+00,1.789616E+01,2.996675E+01,7.765999E+01,1.512241E+01,0.000000E+00,1.798408E+01,2.567891E+01,6.658067E+01,2.000924E+01,0.000000E+00,3.196402E+01,5.580533E+01,8.446714E+01
2.822266E+01,1.350666E+01,0.000000E+00,1.789798E+01,2.996203E+01,7.762494E+01,1.511324E+01,0.000000E+00,1.800655E+01,2.564368E+01,6.655398E+01,2.000320E+01,0.000000E+00,3.224781E+01,5.652569E+01,8.515599E+01
2.827148E+01,1.349809E+01,0.000000E+00,1.790024E+01,2.995757E+01,7.759011E+01,1.510364E+01,0.000000E+00,1.802919E+01,2.560851E+01,6.652735E+01,1.999678E+01,0.000000E+00,3.252153E+01,5.724056E+01,8.582330E+01
2.832031E+01,1.348967E+01,0.000000E+00,1.790295E+01,2.995339E+01,7.755550E+01,1.509364E+01,0.000000E+00,1.805186E+01,2.557351E+01,6.650076E+01,1.998976E+01,0.000000E+00,3.278421E+01,5.793799E+01,8.646605E+01
2.836914E+01,1.348141E+01,0.000000E+00,1.790611E+01,2.994953E+01,7.752109E+01,1.508329E+01,0.000000E+00,1.807443E+01,2.553880E+01,6.647421E+01,1.998195E+01,0.000000E+00,3.303482E+01,5.861578E+01,8.708121E+01
2.841797E+01,1.347332E+01,0.000000E+00,1.790971E+01,2.994597E+01,7.748690E+01,1.507261E+01,0.000000E+00,1.809678E+01,2.550449E+01,6.644769E+01,1.997315E+01,0.000000E+00,3.327239E+01,5.927168E+01,8.766580E+01
2.846680E+01,1.346540E+01,0.000000E+00,1.791373E+01,2.994274E+01,7.745290E+01,1.506164E+01,0.000000E+00,1.811878E+01,2.547068E+01,6.642118E+01,1.996318E+01,0.000000E+00,3.349589E+01,5.990346E+01,8.821688E+01
2.851563E+01,1.345767E+01,0.000000E+00,1.791816E+01,2.993984E+01,7.741910E+01,1.505040E+01,0.000000E+00,1.814034E+01,2.543746E+01,6.639467E+01,1.995187E+01,0.000000E+00,3.370437E+01,6.050886E+01,8.873159E+01
2.856445E+01,1.345012E+01,0.000000E+00,1.792300E+01,2.993728E+01,7.738550E+01,1.503893E+01,0.000000E+00,1.816136E+01,2.540490E+01,6.636817E+01,1.993905E+01,0.000000E+00,3.389688E+01,6.108568E+01,8.951380E+01
2.861328E+01,1.344275E+01,0.000000E+00,1.792822E+01,2.993504E+01,7.735207E+01,1.502727E+01,0.000000E+00,1.818174E+01,2.537310E+01,6.634166E+01,1.992456E+01,0.000000E+00,3.407253E+01,6.163177E+01,9.049846E+01
2.866211E+01,1.343557E+01,0.000000E+00,1.793380E+01,2.993314E+01,7.731883E+01,1.501542E+01,0.000000E+00,1.820140E+01,2.534211E+01,6.631515E+01,1.990827E+01,0.000000E+00,3.423046E+01,6.214507E+01,9.143616E+01
2.871094E+01,1.342856E+01,0.000000E+00,1.793974E+01,2.993157E+01,7.728577E+01,1.500343E+01,0.000000E+00,1.822027E+01,2.531199E+01,6.628863E+01,1.989005E+01,0.000000E+00,3.436990E+01,6.262362E+01,9.232363E+01
2.875977E+01,1.342174E+01,0.000000E+00,1.794602E+01,2.993032E+01,7.725288E+01,1.499132E+01,0.000000E+00,1.823828E+01,2.528280E+01,6.626210E+01,1.986980E+01,0.000000E+00,3.449016E+01,6.306562E+01,9.315780E+01
2.880859E+01,1.341509E+01,0.000000E+00,1.795262E+01,2.992941E+01,7.722015E+01,1.497911E+01,0.000000E+00,1.825538E+01,2.525458E+01,6.623556E+01,1.984742E+01,0.000000E+00,3.459062E+01,6.346939E+01,9.393580E+01
2.885742E+01,1.340862E+01,0.000000E+00,1.795953E+01,2.992881E+01,7.718758E+01,1.496682E+01,0.000000E+00,1.827153E+01,2.522735E+01,6.620902E+01,1.982284E+01,0.000000E+00,3.467075E+01,6.383344E+01,9.465503E+01
2.890625E+01,1.340233E+01,0.000000E+00,1.796673E+01,2.992854E+01,7.715517E+01,1.495447E+01,0.000000E+00,1.828668E+01,2.520116E+01,6.618247E+01,1.979602E+01,0.000000E+00,3.473014E+01,6.415646E+01,9.531313E+01
2.895508E+01,1.339621E+01,0.000000E+00,1.797419E+01,2.992858E+01,7.712292E+01,1.494207E+01,0.000000E+00,1.830080E+01,2.517602E+01,6.615591E+01,1.976690E+01,0.000000E+00,3.476846E+01,6.443732E+01,9.590805E+01
2.900391E+01,1.339026E+01,0.000000E+00,1.798190E+01,2.992893E+01,7.709080E+01,1.492965E+01,0.000000E+00,1.831386E+01,2.515194E+01,6.612936E+01,1.973549E+01,0.000000E+00,3.478549E+01,6.467512E+01,9.643801E+01
2.905273E+01,1.338448E+01,0.000000E+00,1.798982E+01,2.992958E+01,7.705883E+01,1.491721E+01,0.000000E+00,1.833046E+01,2.512895E+01,6.610281E+01,1.970177E+01,0.000000E+00,3.478111E+01,6.486915E+01,9.690159E+01
2.910156E+01,1.337885E+01,0.000000E+00,1.799793E+01,2.993051E+01,7.702699E+01,1.490477E+01,0.000000E+00,1.836725E+01,2.510705E+01,6.607627E+01,1.966577E+01,0.000000E+00,3.475532E+01,6.501893E+01,9.729764E+01
2.915039E+01,1.337338E+01,0.000000E+00,1.800617E+01,2.993170E+01,7.699527E+01,1.489234E+01,0.000000E+00,1.840412E+01,2.508625E+01,6.604973E+01,1.962752E+01,0.000000E+00,3.470820E+01,6.512416E+01,9.762537E+01
2.919922E+01,1.336804E+01,0.000000E+00,1.801452E+01,2.993313E+01,7.696368E+01,1.487992E+01,0.000000E+00,1.844103E+01,2.506655E+01,6.602321E+01,1.958706E+01,0.000000E+00,3.463993E+01,6.518476E+01,9.788427E+01
2.924805E+01,1.336282E+01,0.000000E+00,1.802292E+01,2.993476E+01,7.693220E+01,1.486753E+01,0.000000E+00,1.847795E+01,2.504797E+01,6.599670E+01,1.954446E+01,0.000000E+00,3.455078E+01,6.520084E+01,9.807415E+01
2.929688E+01,1.335771E+01,0.000000E+00,1.803131E+01,2.993656E+01,7.690083E+01,1.485517E+01,0.000000E+00,1.851484E+01,2.503050E+01,6.597020E+01,1.949979E+01,0.000000E+00,3.444113E+01,6.517271E+01,9.819513E+01
2.934570E+01,1.335268E+01,0.000000E+00,1.803965E+01,2.993850E+01,7.686955E+01,1.484285E+01,0.000000E+00,1.855170E+01,2.501415E+01,6.594372E+01,1.945314E+01,0.000000E+00,3.431141E+01,6.510086E+01,9.824759E+01
2.939453E+01,1.334770E+01,0.000000E+00,1.804787E+01,2.994052E+01,7.683838E+01,1.483058E+01,0.000000E+00,1.858849E+01,2.499894E+01,6.591725E+01,1.940459E+01,0.000000E+00,3.416214E+01,6.498592E+01,9.823218E+01
2.944336E+01,1.334275E+01,0.000000E+00,1.805591E+01,2.994257E+01,7.680729E+01,1.481836E+01,0.000000E+00,1.862520E+01,2.498490E+01,6.589080E+01,1.935424E+01,0.000000E+00,3.399390E+01,6.482870E+01,9.814982E+01
2.949219E+01,1.333779E+01,0.000000E+00,1.806372E+01,2.994460E+01,7.677630E+01,1.480620E+01,0.000000E+00,1.866178E+01,2.497203E+01,6.586435E+01,1.930222E+01,0.000000E+00,3.380732E+01,6.463015E+01,9.800164E+01
2.954102E+01,1.333279E+01,0.000000E+00,1.807123E+01,2.994656E+01,7.674538E+01,1.479410E+01,0.000000E+00,1.869822E+01,2.496036E+01,6.583790E+01,1.924862E+01,0.000000E+00,3.360312E+01,6.439134E+01,9.778899E+01
2.958984E+01,1.332773E+01,0.000000E+00,1.807841E+01,2.994838E+01,7.671456E+01,1.478207E+01,0.000000E+00,1.873447E+01,2.494994E+01,6.581146E+01,1.919358E+01,0.000000E+00,3.338201E+01,6.411348E+01,9.751344E+01
2.963867E+01,1.332255E+01,0.000000E+00,1.808520E+01,2.995003E+01,7.668381E+01,1.477011E+01,0.000000E+00,1.877049E+01,2.494079E+01,6.578501E+01,1.913721E+01,0.000000E+00,3.314480E+01,6.379785E+01,9.717671E+01
2.968750E+01,1.331724E+01,0.000000E+00,1.809156E+01,2.995144E+01,7.665316E+01,1.476285E+01,0.000000E+00,1.880624E+01,2.493297E+01,6.575855E+01,1.907963E+01,0.000000E+00,3.289228E+01,6.344586E+01,9.678069E+01
2.973633E+01,1.331175E+01,0.000000E+00,1.809748E+01,2.995257E+01,7.662259E+01,1.475737E+01,0.000000E+00,1.884164E+01,2.492652E+01,6.573206E+01,1.902098E+01,0.000000E+00,3.262529E+01,6.305897E+01,9.691456E+01
2.978516E+01,1.330607E+01,0.000000E+00,1.810293E+01,2.995339E+01,7.659212E+01,1.475173E+01,0.000000E+00,1.887664E+01,2.492150E+01,6.570555E+01,1.896137E+01,0.000000E+00,3.234471E+01,6.263874E+01,9.726237E+01
2.983398E+01,1.330016E+01,0.000000E+00,1.810792E+01,2.995386E+01,7.656175E+01,1.474591E+01,0.000000E+00,1.891115E+01,2.494626E+01,6.567899E+01,1.890095E+01,0.000000E+00,3.205141E+01,6.229106E+01,9.759649E+01
2.988281E+01,1.329401E+01,0.000000E+00,1.811244E+01,2.995395E+01,7.653148E+01,1.473995E+01,0.000000E+00,1.894509E+01,2.497636E+01,6.565240E+01,1.883983E+01,0.000000E+00,3.187681E+01,6.287110E+01,9.870970E+01
2.993164E+01,1.328760E+01,0.000000E+00,1.811653E+01,2.995366E+01,7.650134E+01,1.473383E+01,0.000000E+00,1.897836E+01,2.500776E+01,6.562574E+01,1.877813E+01,0.000000E+00,3.199689E+01,6.341841E+01,9.977461E+01
2.998047E+01,1.328092E+01,0.000000E+00,1.812021E+01,2.995299E+01,7.647131E+01,1.472757E+01,0.000000E+00,1.901087E+01,2.504042E+01,6.559903E+01,1.871598E+01,0.000000E+00,3.209989E+01,6.393191E+01,1.007892E+02
3.002930E+01,1.327397E+01,0.000000E+00,1.812352E+01,2.995193E+01,7.644142E+01,1.472118E+01,0.000000E+00,1.904250E+01,2.507432E+01,6.557224E+01,1.865351E+01,0.000000E+00,3.218625E+01,6.441055E+01,1.017514E+02
3.007813E+01,1.326674E+01,0.000000E+00,1.812652E+01,2.995052E+01,7.641166E+01,1.471466E+01,0.000000E+00,1.907314E+01,2.510942E+01,6.554538E+01,1.859081E+01,0.000000E+00,3.225646E+01,6.485339E+01,1.026596E+02
3.012695E+01,1.325925E+01,0.000000E+00,1.812928E+01,2.994877E+01,7.638206E+01,1.470802E+01,0.000000E+00,1.910267E+01,2.514568E+01,6.551843E+01,1.852801E+01,0.000000E+00,3.231105E+01,6.525953E+01,1.035119E+02
3.017578E+01,1.325151E+01,0.000000E+00,1.813185E+01,2.994672E+01,7.635262E+01,1.470127E+01,0.000000E+00,1.913099E+01,2.518305E+01,6.549140E+01,1.846520E+01,0.000000E+00,3.235059E+01,6.562818E+01,1.043067E+02
3.022461E+01,1.324352E+01,0.000000E+00,1.813431E+01,2.994441E+01,7.632334E+01,1.469441E+01,0.000000E+00,1.915796E+01,2.522146E+01,6.546429E+01,1.840248E+01,0.000000E+00,3.237567E+01,6.595860E+01,1.050425E+02
3.027344E+01,1.323533E+01,0.000000E+00,1.813675E+01,2.994190E+01,7.629423E+01,1.468747E+01,0.000000E+00,1.918348E+01,2.526083E+01,6.543708E+01,1.833994E+01,0.000000E+00,3.238691E+01,6.625017E+01,1.057180E+02
3.032227E+01,1.322694E+01,0.000000E+00,1.813923E+01,2.993925E+01,7.626529E+01,1.468043E+01,0.000000E+00,1.920743E+01,2.530108E+01,6.540978E+01,1.832073E+01,0.000000E+00,3.238493E+01,6.650232E+01,1.063319E+02
3.037109E+01,1.321840E+01,0.000000E+00,1.814184E+01,2.993650E+01,7.623654E+01,1.467332E+01,0.000000E+00,1.922971E+01,2.534213E+01,6.538239E+01,1.830792E+01,0.000000E+00,3.237038E+01,6.671459E+01,1.068830E+02
3.041992E+01,1.320972E+01,0.000000E+00,1.814465E+01,2.993373E+01,7.620797E+01,1.466614E+01,0.000000E+00,1.925020E+01,2.538388E+01,6.535491E+01,1.829452E+01,0.000000E+00,3.234390E+01,6.688660E+01,1.073705E+02
3.046875E+01,1.320095E+01,0.000000E+00,1.814774E+01,2.993100E+01,7.617958E+01,1.465890E+01,0.000000E+00,1.926882E+01,2.542623E+01,6.532735E+01,1.828061E+01,0.000000E+00,3.230613E+01,6.701807E+01,1.077934E+02
3.051758E+01,1.319210E+01,0.000000E+00,1.815116E+01,2.992836E+01,7.615137E+01,1.465160E+01,0.000000E+00,1.928548E+01,2.546907E+01,6.529971E+01,1.826629E+01,0.000000E+00,3.225769E+01,6.710882E+01,1.081511E+02
3.056641E+01,1.318322E+01,0.000000E+00,1.815498E+01,2.992588E+01,7.612334E+01,1.464425E+01,0.000000E+00,1.930009E+01,2.551229E+01,6.527199E+01,1.825166E+01,0.000000E+00,3.219919E+01,6.715876E+01,1.084431E+02
3.061523E+01,1.317434E+01,0.000000E+00,1.815926E+01,2.992361E+01,7.609549E+01,1.463686E+01,0.000000E+00,1.931260E+01,2.555578E+01,6.524421E+01,1.823679E+01,0.000000E+00,3.213121E+01,6.716788E+01,1.086690E+02
3.066406E+01,1.316549E+01,0.000000E+00,1.816402E+01,2.992160E+01,7.606780E+01,1.462943E+01,0.000000E+00,1.932293E+01,2.559942E+01,6.521637E+01,1.822175E+01,0.000000E+00,3.205427E+01,6.713629E+01,1.088286E+02
3.071289E+01,1.315668E+01,0.000000E+00,1.816932E+01,2.991991E+01,7.604028E+01,1.462198E+01,0.000000E+00,1.933103E+01,2.564310E+01,6.518848E+01,1.820659E+01,0.000000E+00,3.196889E+01,6.706419E+01,1.089217E+02
3.076172E+01,1.314796E+01,0.000000E+00,1.817517E+01,2.991857E+01,7.601292E+01,1.461449E+01,0.000000E+00,1.933688E+01,2.568671E+01,6.516055E+01,1.819137E+01,0.000000E+00,3.187551E+01,6.695187E+01,1.089486E+02
3.081055E+01,1.313934E+01,0.000000E+00,1.818159E+01,2.991762E+01,7.598571E+01,1.460698E+01,0.000000E+00,1.934042E+01,2.573012E+01,6.513259E+01,1.817610E+01,0.000000E+00,3.177455E+01,6.679970E+01,1.089094E+02
3.085938E+01,1.313084E+01,0.000000E+00,1.818858E+01,2.991709E+01,7.595864E+01,1.459945E+01,0.000000E+00,1.934164E+01,2.577324E+01,6.510461E+01,1.816082E+01,0.000000E+00,3.166634E+01,6.660815E+01,1.088046E+02
3.090820E+01,1.312248E+01,0.000000E+00,1.819615E+01,2.991700E+01,7.593170E+01,1.459191E+01,0.000000E+00,1.934053E+01,2.581594E+01,6.507662E+01,1.814551E+01,0.000000E+00,3.155119E+01,6.637777E+01,1.086346E+02
3.095703E+01,1.311428E+01,0.000000E+00,1.820428E+01,2.991736E+01,7.590488E+01,1.458614E+01,0.000000E+00,1.933709E+01,2.585813E+01,6.504863E+01,1.813017E+01,0.000000E+00,3.142934E+01,6.610920E+01,1.084001E+02
3.100586E+01,1.310624E+01,0.000000E+00,1.821296E+01,2.991818E+01,7.587817E+01,1.458374E+01,0.000000E+00,1.933131E+01,2.589970E+01,6.502066E+01,1.811478E+01,0.000000E+00,3.130100E+01,6.580314E+01,1.081020E+02
3.105469E+01,1.309837E+01,0.000000E+00,1.822215E+01,2.991947E+01,7.585156E+01,1.458119E+01,0.000000E+00,1.932322E+01,2.594055E+01,6.499271E+01,1.809930E+01,0.000000E+00,3.116630E+01,6.546038E+01,1.077411E+02
3.110352E+01,1.309068E+01,0.000000E+00,1.823182E+01,2.992122E+01,7.582505E+01,1.457850E+01,0.000000E+00,1.931282E+01,2.598059E+01,6.496479E+01,1.808368E+01,0.000000E+00,3.102536E+01,6.508175E+01,1.073186E+02
3.115234E+01,1.308316E+01,0.000000E+00,1.824192E+01,2.992341E+01,7.579861E+01,1.457569E+01,0.000000E+00,1.930016E+01,2.601972E+01,6.493693E+01,1.806786E+01,0.000000E+00,3.087825E+01,6.484859E+01,1.068355E+02
3.120117E+01,1.307582E+01,0.000000E+00,1.825241E+01,2.992602E+01,7.577223E+01,1.457276E+01,0.000000E+00,1.928526E+01,2.605785E+01,6.490912E+01,1.805177E+01,0.000000E+00,3.072499E+01,6.495968E+01,1.062961E+02
3.125000E+01,1.306866E+01,0.000000E+00,1.826321E+01,2.992903E+01,7.574592E+01,1.456972E+01,0.000000E+00,1.926816E+01,2.609492E+01,6.488138E+01,1.803534E+01,0.000000E+00,3.056560E+01,6.503868E+01,1.066400E+02
3.129883E+01,1.306165E+01,0.000000E+00,1.827427E+01,2.993240E+01,7.571966E+01,1.456659E+01,0.000000E+00,1.924892E+01,2.613084E+01,6.485372E+01,1.801850E+01,0.000000E+00,3.040008E+01,6.508598E+01,1.069317E+02
3.134766E+01,1.305480E+01,0.000000E+00,1.828550E+01,2.993610E+01,7.569343E+01,1.456339E+01,0.000000E+00,1.922758E+01,2.616553E+01,6.482616E+01,1.800115E+01,0.000000E+00,3.022842E+01,6.510200E+01,1.071716E+02
3.139648E+01,1.304809E+01,0.000000E+00,1.829683E+01,2.994006E+01,7.566723E+01,1.456108E+01,0.000000E+00,1.920420E+01,2.619894E+01,6.479870E+01,1.798322E+01,0.000000E+00,3.009337E+01,6.508725E+01,1.073602E+02
3.144531E+01,1.304149E+01,0.000000E+00,1.830817E+01,2.994425E+01,7.564106E+01,1.455898E+01,0.000000E+00,1.917884E+01,2.623100E+01,6.477135E+01,1.796462E+01,0.000000E+00,3.005936E+01,6.504225E+01,1.074981E+02
3.149414E+01,1.303500E+01,0.000000E+00,1.831943E+01,2.994860E+01,7.561490E+01,1.455676E+01,0.000000E+00,1.915158E+01,2.626166E+01,6.474413E+01,1.794527E+01,0.000000E+00,3.002738E+01,6.496758E+01,1.075860E+02
3.154297E+01,1.302858E+01,0.000000E+00,1.833050E+01,2.995304E+01,7.558874E+01,1.455443E+01,0.000000E+00,1.912248E+01,2.629085E+01,6.471704E+01,1.792510E+01,0.000000E+00,2.999722E+01,6.486388E+01,1.076247E+02
3.159180E+01,1.302221E+01,0.000000E+00,1.834128E+01,2.995749E+01,7.556259E+01,1.455199E+01,0.000000E+00,1.909163E+01,2.631855E+01,6.469010E+01,1.790404E+01,0.000000E+00,2.996862E+01,6.473181E+01,1.076150E+02
3.164063E+01,1.301587E+01,0.000000E+00,1.835165E+01,2.996189E+01,7.553643E+01,1.454946E+01,0.000000E+00,1.905909E+01,2.634469E+01,6.466331E+01,1.788201E+01,0.000000E+00,2.994132E+01,6.457209E+01,1.075578E+02
3.168945E+01,1.300952E+01,0.000000E+00,1.836152E+01,2.996614E+01,7.551025E+01,1.454685E+01,0.000000E+00,1.902497E+01,2.636925E+01,6.463669E+01,1.785898E+01,0.000000E+00,2.991503E+01,6.438546E+01,1.074541E+02
3.173828E+01,1.300313E+01,0.000000E+00,1.837076E+01,2.997017E+01,7.548407E+01,1.454416E+01,0.000000E+00,1.898935E+01,2.639220E+01,6.461025E+01,1.783488E+01,0.000000E+00,2.988945E+01,6.421701E+01,1.073050E+02
3.178711E+01,1.299666E+01,0.000000E+00,1.837926E+01,2.997387E+01,7.545787E+01,1.454142E+01,0.000000E+00,1.895231E+01,2.641352E+01,6.458399E+01,1.780969E+01,0.000000E+00,2.986426E+01,6.409700E+01,1.071116E+02
3.183594E+01,1.299008E+01,0.000000E+00,1.839635E+01,2.997716E+01,7.543165E+01,1.453864E+01,0.000000E+00,1.891398E+01,2.643317E+01,6.455792E+01,1.778338E+01,0.000000E+00,2.983916E+01,6.395961E+01,1.068751E+02
3.188477E+01,1.298336E+01,0.000000E+00,1.845348E+01,2.997995E+01,7.540541E+01,1.453582E+01,0.000000E+00,1.887443E+01,2.645117E+01,6.453205E+01,1.775595E+01,0.000000E+00,2.981384E+01,6.380543E+01,1.065966E+02
3.193359E+01,1.297645E+01,0.000000E+00,1.853304E+01,2.998212E+01,7.537915E+01,1.453299E+01,0.000000E+00,1.883378E+01,2.646748E+01,6.450640E+01,1.772738E+01,0.000000E+00,2.978799E+01,6.363508E+01,1.062774E+02
3.198242E+01,1.296933E+01,0.000000E+00,1.861554E+01,2.998360E+01,7.535288E+01,1.453016E+01,0.000000E+00,1.879214E+01,2.648213E+01,6.448096E+01,1.769769E+01,0.000000E+00,2.976134E+01,6.344917E+01,1.059187E+02
3.203125E+01,1.296194E+01,0.000000E+00,1.869940E+01,2.998427E+01,7.532659E+01,1.452735E+01,0.000000E+00,1.874961E+01,2.649512E+01,6.445575E+01,1.766690E+01,0.000000E+00,2.973361E+01,6.324834E+01,1.055220E+02
3.208008E+01,1.295425E+01,0.000000E+00,1.878457E+01,2.998406E+01,7.530029E+01,1.452457E+01,0.000000E+00,1.870629E+01,2.650645E+01,6.443077E+01,1.763504E+01,0.000000E+00,2.970455E+01,6.303321E+01,1.050884E+02
3.212891E+01,1.294623E+01,0.000000E+00,1.887097E+01,2.998286E+01,7.527399E+01,1.452184E+01,0.000000E+00,1.866231E+01,2.651617E+01,6.440603E+01,1.760216E+01,0.000000E+00,2.967393E+01,6.280440E+01,1.046194E+02
3.217773E+01,1.293784E+01,0.000000E+00,1.895854E+01,2.998059E+01,7.524769E+01,1.451917E+01,0.000000E+00,1.861777E+01,2.652428E+01,6.438153E+01,1.756831E+01,0.000000E+00,2.964155E+01,6.256256E+01,1.041162E+02
3.222656E+01,1.292905E+01,0.000000E+00,1.904719E+01,2.997717E+01,7.522139E+01,1.451657E+01,0.000000E+00,1.857277E+01,2.653083E+01,6.435729E+01,1.753355E+01,0.000000E+00,2.960723E+01,6.230830E+01,1.035803E+02
3.227539E+01,1.291982E+01,0.000000E+00,1.913684E+01,2.997252E+01,7.519511E+01,1.451407E+01,0.000000E+00,1.852741E+01,2.653586E+01,6.433329E+01,1.749794E+01,0.000000E+00,2.957082E+01,6.204224E+01,1.030129E+02
3.232422E+01,1.291013E+01,0.000000E+00,1.922739E+01,2.996655E+01,7.516884E+01,1.451166E+01,0.000000E+00,1.848180E+01,2.653941E+01,6.430955E+01,1.746157E+01,0.000000E+00,2.953220E+01,6.176500E+01,1.027147E+02
